Time,IR,Red,X,Y,Z,Activity,Heart Rate,Respiration Rate,SPO2,Error Rate,Window Size
38626,99826,104551,-0.176143,0.462376,0.909739,2,60,,,,
38666,99823,104645,-0.176143,0.460374,0.905736,2,57.692,,,,
38706,99899,104837,-0.173141,0.458372,0.89873,2,60,,,,
38746,100020,105049,-0.173141,0.460374,0.903734,2,62.5,,,,
38786,100094,105256,-0.173141,0.465378,0.908738,2,62.5,,,,
38826,100164,105497,-0.178145,0.458372,0.91074,2,60,,,,
38867,100280,105718,-0.175142,0.460374,0.902733,2,60,,,,
38907,100356,105937,-0.176143,0.461375,0.903734,2,57.692,,,,
38946,100437,106163,-0.178145,0.466379,0.906737,2,60,,,,
38986,100546,106360,-0.175142,0.466379,0.907738,2,40.541,,,,
39027,100635,106611,-0.177144,0.466379,0.902733,2,55.556,,,,
39067,100713,106844,-0.179146,0.466379,0.902733,2,65.217,,,,
39107,100796,107086,-0.179146,0.46738,0.905736,2,60,,,,
39147,100877,107333,-0.176143,0.472384,0.903734,2,65.217,,,,
39187,100939,107513,-0.177144,0.474385,0.904735,2,65.217,,,,
39227,101033,107709,-0.180146,0.47939,0.895728,2,60,,,,
39267,101067,107597,-0.177144,0.470382,0.895728,2,57.692,,,,
39307,100871,106796,-0.177144,0.466379,0.897729,2,60,,,,
39346,100530,105756,-0.186151,0.471383,0.906737,2,60,,,,
39386,100161,105047,-0.182148,0.46738,0.89873,2,57.692,,,,
39427,99984,104812,-0.181147,0.462376,0.892725,2,60,,,,
39467,99897,104854,-0.180146,0.46738,0.899731,2,62.5,,,,
39507,99963,104979,-0.182148,0.475386,0.904735,2,65.217,,,,
39547,100076,105268,-0.179146,0.478389,0.903734,2,60,,,,
39587,100179,105487,-0.180146,0.472384,0.897729,2,60,,,,
39628,100233,105605,-0.179146,0.474385,0.899731,2,65.217,,,,
39667,100248,105709,-0.18415,0.48039,0.894727,2,62.5,,,,
39707,100308,105909,-0.18415,0.477388,0.894727,2,60,,,,
